Device ID,Device Name,Last Firmware Update,Operating Time (hrs),Connection Quality,Device Temperature (°C),Device Usage Frequency,Connectivity Type,Event Logs,Device Priority,Protocol,Label,Attack Type
ID1956,Smart Thermostat,2010-12-07,131,Good,31.1,Daily,Bluetooth,7,High,HTTP,normal,
ID2524,Smart Light,2017-09-23,30,Good,5.5,Daily,Zigbee,84,Low,HTTP,normal,
ID3457,Smart Lock,2023-07-30,57,Poor,17.5,Daily,Zigbee,25,Low,Zigbee,compromised,DDoS
ID8792,Smart Plug,2020-08-23,51,Excellent,27.6,Daily,WiFi,16,Low,MQTT,normal,
ID2868,Smart Thermostat,2015-09-08,94,Poor,31.4,Occasionally,Bluetooth,14,High,CoAP,compromised,Replay
ID6017,Smart Plug,2016-01-18,46,Poor,26.7,Weekly,Zigbee,6,Low,CoAP,normal,
ID8245,Smart Thermostat,2010-03-04,160,Good,31.4,Daily,WiFi,20,High,Zigbee,normal,
ID5953,Smart Lock,2020-12-23,90,Poor,12.9,Occasionally,Zigbee,87,Low,MQTT,compromised,MITM
ID1428,Smart Thermostat,2023-07-19,173,Excellent,25.1,Weekly,Bluetooth,84,High,CoAP,normal,
ID3518,Smart Plug,2020-08-26,37,Excellent,12.2,Occasionally,Bluetooth,38,Low,MQTT,normal,
ID2547,Smart Light,2016-07-04,73,Excellent,8.9,Daily,Bluetooth,93,Low,MQTT,normal,
ID7342,Smart Plug,2012-12-16,30,Poor,27.3,Daily,WiFi,39,Low,HTTP,compromised,Replay
ID6589,Smart Plug,2024-01-27,93,Poor,10.1,Daily,Bluetooth,26,Low,MQTT,compromised,DDoS
ID3771,Smart Camera,2017-06-14,57,Poor,16.1,Weekly,WiFi,25,High,CoAP,compromised,Replay
ID1099,Smart Camera,2012-06-19,16,Poor,20.7,Daily,WiFi,74,High,HTTP,compromised,Jamming
ID2807,Smart Plug,2010-09-21,76,Good,23.7,Occasionally,Bluetooth,59,Low,Zigbee,normal,
ID6028,Smart Camera,2013-06-11,67,Poor,32.1,Occasionally,Zigbee,25,High,CoAP,compromised,DDoS
ID1890,Smart Thermostat,2016-02-14,113,Good,5.8,Occasionally,Zigbee,57,High,MQTT,normal,
ID6493,Smart Plug,2012-01-15,15,Excellent,25.3,Occasionally,WiFi,91,Low,HTTP,normal,
ID7137,Smart Camera,2022-12-05,82,Poor,19.9,Weekly,WiFi,39,High,MQTT,compromised,MITM
ID8864,Smart Camera,2013-09-20,53,Excellent,33.9,Occasionally,Zigbee,66,High,MQTT,normal,
ID1053,Smart Camera,2019-10-09,18,Excellent,18.8,Weekly,Zigbee,37,High,MQTT,normal,
ID2699,Smart Lock,2012-06-10,46,Good,18.6,Weekly,Zigbee,0,Low,HTTP,normal,
ID8559,Smart Camera,2017-04-28,76,Good,20.9,Occasionally,WiFi,69,High,CoAP,normal,
ID6111,Smart Thermostat,2011-12-31,155,Poor,22.1,Occasionally,WiFi,25,High,CoAP,compromised,MITM
ID8587,Smart Plug,2017-05-17,72,Excellent,23.7,Occasionally,Bluetooth,35,Low,MQTT,normal,
ID9708,Smart Thermostat,2014-11-01,75,Good,14.6,Daily,Zigbee,18,High,Zigbee,normal,
ID3997,Smart Light,2016-12-13,11,Excellent,19.6,Occasionally,Bluetooth,14,Low,MQTT,normal,
ID9324,Smart Light,2019-10-11,11,Poor,10.2,Weekly,Bluetooth,39,Low,HTTP,normal,
ID2203,Smart Camera,2012-10-24,32,Good,12.9,Weekly,Zigbee,99,High,MQTT,normal,
ID3044,Smart Plug,2024-05-21,51,Poor,27.7,Daily,Bluetooth,92,Low,CoAP,compromised,DDoS
ID3180,Smart Light,2015-06-19,76,Poor,8.9,Weekly,Zigbee,58,Low,MQTT,compromised,Replay
ID2926,Smart Plug,2022-02-06,100,Good,19.4,Daily,Zigbee,1,Low,CoAP,normal,
ID2521,Smart Thermostat,2016-12-15,105,Poor,16.1,Weekly,WiFi,86,High,Zigbee,compromised,MITM
ID8126,Smart Lock,2011-08-30,87,Poor,15.5,Occasionally,Zigbee,70,Low,Zigbee,compromised,Replay
ID3282,Smart Light,2014-06-20,16,Excellent,14.5,Weekly,WiFi,72,Low,HTTP,normal,
ID8827,Smart Lock,2018-12-31,21,Excellent,25.9,Weekly,Zigbee,87,Low,MQTT,normal,
ID1095,Smart Light,2013-10-28,58,Poor,15.3,Daily,Zigbee,99,Low,MQTT,compromised,MITM
ID3286,Smart Camera,2025-01-05,28,Poor,32.3,Occasionally,WiFi,48,High,MQTT,compromised,Jamming
ID4937,Smart Lock,2011-10-14,39,Poor,13.0,Daily,Zigbee,72,Low,HTTP,compromised,Jamming
ID8072,Smart Lock,2018-12-07,20,Poor,35.1,Daily,Zigbee,54,Low,MQTT,compromised,MITM
ID9940,Smart Plug,2017-04-27,89,Good,22.4,Daily,Zigbee,16,Low,HTTP,normal,
ID6313,Smart Lock,2020-09-18,82,Excellent,13.1,Occasionally,Zigbee,90,Low,MQTT,normal,
ID1981,Smart Lock,2013-05-23,81,Excellent,39.7,Weekly,Zigbee,63,Low,CoAP,normal,
ID1036,Smart Light,2019-12-25,49,Excellent,14.6,Weekly,Bluetooth,0,Low,Zigbee,normal,
ID6378,Smart Light,2012-06-13,41,Poor,10.5,Weekly,Zigbee,3,Low,Zigbee,normal,
ID5859,Smart Light,2018-12-19,28,Good,19.1,Daily,WiFi,5,Low,Zigbee,normal,
ID6614,Smart Thermostat,2014-03-19,191,Poor,9.7,Daily,Bluetooth,90,High,Zigbee,compromised,Replay
ID3712,Smart Lock,2023-02-13,63,Excellent,31.7,Daily,Zigbee,96,Low,Zigbee,normal,
ID9207,Smart Lock,2022-01-02,37,Poor,19.8,Daily,Zigbee,44,Low,Zigbee,compromised,Replay
ID7674,Smart Plug,2014-06-15,100,Poor,21.9,Weekly,WiFi,81,Low,Zigbee,compromised,Jamming
ID3161,Smart Lock,2019-08-30,17,Poor,36.2,Weekly,Zigbee,81,Low,MQTT,compromised,MITM
ID5855,Smart Thermostat,2021-11-07,64,Good,12.8,Daily,Zigbee,88,High,CoAP,normal,
ID2408,Smart Camera,2023-04-29,74,Excellent,29.4,Weekly,WiFi,86,High,Zigbee,normal,
ID7429,Smart Light,2016-10-26,23,Excellent,24.9,Occasionally,Bluetooth,15,Low,Zigbee,normal,
ID2929,Smart Lock,2020-03-14,43,Poor,12.5,Weekly,Zigbee,89,Low,MQTT,compromised,Jamming
ID6064,Smart Thermostat,2019-08-02,64,Poor,7.4,Weekly,Bluetooth,56,High,CoAP,compromised,DDoS
ID6387,Smart Light,2020-05-23,64,Good,7.1,Occasionally,Bluetooth,85,Low,CoAP,normal,
ID4846,Smart Light,2023-03-31,36,Excellent,17.3,Occasionally,Zigbee,44,Low,MQTT,normal,
ID8533,Smart Camera,2017-04-01,86,Poor,18.5,Daily,Zigbee,48,High,Zigbee,compromised,DDoS
ID2613,Smart Thermostat,2018-12-30,86,Poor,27.5,Occasionally,WiFi,0,High,Zigbee,compromised,MITM
ID8834,Smart Lock,2017-01-28,72,Poor,22.9,Daily,Zigbee,32,Low,Zigbee,compromised,DDoS
ID6017,Smart Camera,2011-01-29,35,Excellent,17.6,Occasionally,WiFi,91,High,Zigbee,normal,
ID4754,Smart Light,2012-07-14,40,Excellent,8.2,Occasionally,Bluetooth,41,Low,CoAP,normal,
ID9824,Smart Camera,2011-09-03,18,Good,11.7,Weekly,WiFi,15,High,MQTT,normal,
ID5306,Smart Lock,2024-06-23,89,Excellent,18.3,Weekly,Zigbee,97,Low,CoAP,normal,
ID3516,Smart Lock,2018-01-18,70,Excellent,26.2,Occasionally,Zigbee,58,Low,Zigbee,normal,
ID8678,Smart Plug,2015-04-10,96,Poor,15.1,Daily,Zigbee,85,Low,Zigbee,compromised,DDoS
ID7095,Smart Plug,2013-07-11,61,Good,13.9,Weekly,WiFi,61,Low,Zigbee,normal,
ID8169,Smart Light,2019-10-16,67,Excellent,17.8,Weekly,Bluetooth,23,Low,HTTP,normal,
ID1828,Smart Light,2015-08-12,98,Poor,21.2,Daily,Bluetooth,56,Low,MQTT,compromised,MITM
ID6452,Smart Camera,2011-03-09,63,Excellent,21.5,Weekly,WiFi,66,High,HTTP,normal,
ID9884,Smart Camera,2015-09-17,33,Excellent,25.5,Weekly,Zigbee,78,High,Zigbee,normal,
ID3348,Smart Thermostat,2012-03-07,134,Good,33.1,Occasionally,Zigbee,64,High,MQTT,normal,
ID7404,Smart Lock,2011-02-05,21,Poor,25.7,Daily,Zigbee,88,Low,CoAP,compromised,Jamming
ID7927,Smart Thermostat,2014-11-30,134,Good,9.7,Daily,WiFi,68,High,CoAP,normal,
ID1396,Smart Camera,2012-11-01,53,Poor,26.0,Weekly,Bluetooth,14,High,MQTT,compromised,MITM
ID3045,Smart Thermostat,2024-08-12,69,Poor,14.9,Weekly,Bluetooth,57,High,HTTP,compromised,Replay
ID8409,Smart Light,2021-04-13,40,Good,5.5,Weekly,WiFi,32,Low,HTTP,normal,
ID5619,Smart Thermostat,2011-10-12,77,Poor,29.6,Occasionally,Bluetooth,15,High,MQTT,compromised,MITM
ID8911,Smart Lock,2015-01-15,18,Poor,20.3,Weekly,Zigbee,78,Low,HTTP,compromised,Replay
ID8881,Smart Lock,2014-01-01,17,Poor,32.7,Daily,Zigbee,60,Low,Zigbee,compromised,Jamming
ID2989,Smart Plug,2023-03-15,35,Poor,20.9,Daily,Bluetooth,51,Low,HTTP,compromised,Replay
ID3661,Smart Plug,2017-05-14,72,Excellent,12.0,Daily,WiFi,37,Low,Zigbee,normal,
ID9732,Smart Thermostat,2018-06-03,126,Excellent,30.7,Weekly,Zigbee,42,High,Zigbee,normal,
ID3260,Smart Light,2015-02-25,16,Good,7.7,Occasionally,WiFi,94,Low,CoAP,normal,
ID5578,Smart Plug,2020-05-07,72,Excellent,14.5,Occasionally,Zigbee,72,Low,CoAP,normal,
ID7297,Smart Camera,2013-01-08,100,Excellent,24.0,Daily,Bluetooth,36,High,Zigbee,normal,
ID9173,Smart Plug,2011-06-24,28,Excellent,22.8,Daily,Bluetooth,96,Low,CoAP,normal,
ID9734,Smart Lock,2011-08-27,21,Good,17.5,Weekly,Zigbee,16,Low,MQTT,normal,
ID3090,Smart Thermostat,2019-12-15,123,Excellent,28.5,Weekly,Bluetooth,50,High,CoAP,normal,
ID8008,Smart Thermostat,2022-09-28,200,Poor,10.5,Occasionally,Zigbee,10,High,Zigbee,compromised,DDoS
ID4362,Smart Camera,2012-07-01,79,Poor,15.5,Weekly,Zigbee,50,High,Zigbee,compromised,MITM
ID1124,Smart Light,2022-10-22,62,Poor,22.6,Daily,Bluetooth,5,Low,Zigbee,normal,
ID5342,Smart Thermostat,2024-11-25,192,Excellent,20.8,Daily,WiFi,17,High,HTTP,normal,
ID9870,Smart Light,2012-07-30,28,Poor,18.6,Weekly,Zigbee,53,Low,MQTT,compromised,MITM
ID8983,Smart Thermostat,2017-01-25,98,Poor,35.4,Weekly,Bluetooth,46,High,CoAP,compromised,Jamming
ID5102,Smart Camera,2024-08-19,66,Poor,18.8,Daily,Bluetooth,96,High,CoAP,compromised,Replay
ID6681,Smart Thermostat,2019-02-10,200,Excellent,35.8,Weekly,Zigbee,51,High,CoAP,normal,
ID4086,Smart Thermostat,2018-02-18,176,Good,28.4,Occasionally,Zigbee,91,High,CoAP,normal,
ID2391,Smart Plug,2024-12-06,39,Excellent,10.0,Weekly,Bluetooth,33,Low,CoAP,normal,
ID3817,Smart Camera,2014-10-08,64,Excellent,29.1,Occasionally,Bluetooth,73,High,CoAP,normal,
ID1948,Smart Thermostat,2019-01-07,77,Excellent,24.3,Daily,Bluetooth,36,High,CoAP,normal,
ID1028,Smart Lock,2011-05-17,97,Poor,19.5,Daily,Zigbee,79,Low,HTTP,compromised,MITM
ID1431,Smart Lock,2023-02-07,86,Excellent,35.5,Weekly,Zigbee,43,Low,HTTP,normal,
ID7913,Smart Plug,2021-08-08,54,Poor,29.4,Weekly,Bluetooth,34,Low,MQTT,compromised,MITM
ID3024,Smart Light,2020-09-07,91,Poor,6.1,Occasionally,Bluetooth,84,Low,MQTT,compromised,MITM
ID5318,Smart Thermostat,2018-07-09,75,Excellent,39.5,Weekly,Bluetooth,83,High,CoAP,normal,
ID5535,Smart Thermostat,2010-01-27,175,Good,37.3,Daily,Zigbee,17,High,MQTT,normal,
ID8468,Smart Light,2021-03-27,78,Excellent,11.9,Weekly,Bluetooth,91,Low,MQTT,normal,
ID7580,Smart Camera,2014-06-29,50,Poor,10.0,Weekly,Zigbee,85,High,HTTP,compromised,Jamming
ID1981,Smart Lock,2018-04-21,73,Poor,23.2,Weekly,Zigbee,46,Low,HTTP,compromised,MITM
ID1714,Smart Thermostat,2021-05-09,81,Poor,23.3,Daily,Bluetooth,7,High,HTTP,compromised,Jamming
ID8194,Smart Light,2013-05-03,15,Poor,24.2,Weekly,Bluetooth,35,Low,MQTT,normal,
ID1521,Smart Thermostat,2017-08-02,153,Poor,31.8,Occasionally,WiFi,90,High,Zigbee,compromised,DDoS
ID3979,Smart Thermostat,2013-06-19,97,Excellent,26.1,Daily,Bluetooth,56,High,CoAP,normal,
ID8390,Smart Thermostat,2020-04-07,126,Poor,18.8,Occasionally,Zigbee,93,High,CoAP,compromised,Replay
ID4632,Smart Camera,2024-08-10,34,Poor,28.2,Occasionally,Zigbee,87,High,CoAP,compromised,Replay
ID7448,Smart Camera,2010-11-07,76,Poor,15.2,Weekly,Bluetooth,69,High,MQTT,compromised,Jamming
ID6586,Smart Camera,2017-11-30,69,Excellent,28.9,Weekly,Bluetooth,11,High,MQTT,normal,
ID6111,Smart Camera,2012-07-25,18,Excellent,28.9,Weekly,Zigbee,1,High,Zigbee,normal,
ID7522,Smart Thermostat,2022-06-18,53,Poor,11.0,Daily,WiFi,68,High,CoAP,compromised,DDoS
ID4500,Smart Camera,2024-12-14,82,Good,27.5,Weekly,WiFi,96,High,MQTT,normal,
ID4868,Smart Light,2023-07-12,71,Poor,15.4,Occasionally,WiFi,61,Low,Zigbee,compromised,DDoS
ID7884,Smart Camera,2015-01-21,11,Poor,34.7,Occasionally,WiFi,67,High,HTTP,compromised,MITM
ID2689,Smart Thermostat,2020-03-29,133,Excellent,30.2,Occasionally,WiFi,85,High,HTTP,normal,
ID5347,Smart Lock,2013-10-12,24,Good,10.0,Occasionally,Zigbee,51,Low,MQTT,normal,
ID3652,Smart Camera,2017-09-26,15,Excellent,12.4,Occasionally,Bluetooth,21,High,CoAP,normal,
ID7088,Smart Camera,2016-06-07,84,Poor,16.6,Daily,Zigbee,31,High,HTTP,compromised,Replay
ID5539,Smart Plug,2023-06-07,39,Poor,18.0,Daily,WiFi,88,Low,HTTP,compromised,Replay
ID8770,Smart Light,2011-10-03,38,Poor,27.7,Daily,WiFi,67,Low,MQTT,compromised,Jamming
ID2911,Smart Lock,2024-04-08,46,Excellent,29.8,Daily,Zigbee,38,Low,MQTT,normal,
ID9399,Smart Plug,2012-11-23,57,Poor,28.2,Occasionally,Zigbee,71,Low,MQTT,compromised,MITM
ID8425,Smart Plug,2018-07-31,88,Poor,11.3,Weekly,Bluetooth,83,Low,Zigbee,compromised,DDoS
ID7834,Smart Lock,2023-05-17,56,Poor,19.8,Occasionally,Zigbee,72,Low,CoAP,compromised,Jamming
ID4701,Smart Camera,2014-05-19,36,Excellent,30.6,Daily,Zigbee,56,High,Zigbee,normal,
ID5383,Smart Lock,2022-02-08,80,Poor,20.8,Occasionally,Zigbee,45,Low,MQTT,compromised,Jamming
ID4991,Smart Plug,2016-12-16,86,Poor,26.8,Daily,Bluetooth,49,Low,HTTP,compromised,DDoS
ID8783,Smart Camera,2018-05-30,55,Good,18.2,Weekly,WiFi,88,High,Zigbee,normal,
ID4105,Smart Camera,2015-03-23,97,Excellent,31.4,Daily,Bluetooth,14,High,CoAP,normal,
ID4406,Smart Plug,2023-07-21,21,Poor,24.7,Daily,WiFi,49,Low,CoAP,compromised,Jamming
ID7760,Smart Camera,2019-10-06,76,Poor,29.1,Weekly,WiFi,94,High,Zigbee,compromised,MITM
ID4013,Smart Thermostat,2020-04-17,189,Excellent,11.0,Occasionally,WiFi,30,High,MQTT,normal,
ID8580,Smart Plug,2024-06-06,16,Poor,14.4,Occasionally,Zigbee,99,Low,HTTP,compromised,Jamming
ID5677,Smart Camera,2021-09-19,12,Poor,13.6,Daily,Zigbee,85,High,MQTT,compromised,Jamming
ID7476,Smart Light,2024-11-25,55,Poor,17.3,Weekly,WiFi,85,Low,MQTT,compromised,Replay
ID2261,Smart Camera,2020-06-11,64,Excellent,34.2,Weekly,WiFi,54,High,MQTT,normal,
ID1093,Smart Plug,2022-12-04,32,Poor,29.3,Occasionally,Bluetooth,37,Low,Zigbee,compromised,MITM
ID9597,Smart Plug,2018-02-17,20,Excellent,29.2,Weekly,Bluetooth,24,Low,CoAP,normal,
ID4855,Smart Thermostat,2020-03-13,88,Poor,23.2,Weekly,Bluetooth,65,High,CoAP,compromised,Replay
ID3249,Smart Plug,2010-05-23,98,Good,27.9,Weekly,Zigbee,9,Low,MQTT,normal,
ID6050,Smart Plug,2013-11-21,39,Poor,25.6,Weekly,Bluetooth,77,Low,MQTT,compromised,DDoS
ID4488,Smart Camera,2022-10-04,39,Poor,13.8,Daily,Bluetooth,44,High,MQTT,compromised,DDoS
ID3855,Smart Thermostat,2021-10-24,141,Poor,12.5,Occasionally,Zigbee,36,High,Zigbee,compromised,MITM
ID7546,Smart Light,2020-08-03,17,Good,6.0,Daily,WiFi,31,Low,CoAP,normal,
ID4609,Smart Light,2020-03-17,90,Excellent,9.7,Daily,Zigbee,81,Low,CoAP,normal,
ID8175,Smart Plug,2022-08-26,82,Poor,12.9,Daily,WiFi,67,Low,MQTT,compromised,DDoS
ID6913,Smart Camera,2020-08-02,46,Good,21.5,Occasionally,Zigbee,41,High,CoAP,normal,
ID2322,Smart Camera,2012-02-06,15,Poor,22.8,Weekly,Bluetooth,64,High,CoAP,compromised,DDoS
ID8496,Smart Thermostat,2024-03-31,108,Poor,18.7,Daily,WiFi,60,High,CoAP,compromised,Jamming
ID2671,Smart Thermostat,2018-09-15,86,Good,6.1,Daily,Bluetooth,84,High,MQTT,normal,
ID9673,Smart Thermostat,2024-10-09,87,Poor,5.7,Occasionally,WiFi,23,High,MQTT,compromised,DDoS
ID6215,Smart Light,2016-08-14,91,Poor,28.2,Weekly,Zigbee,82,Low,MQTT,compromised,MITM
ID4616,Smart Light,2012-11-20,80,Poor,9.1,Weekly,Bluetooth,80,Low,Zigbee,compromised,Replay
ID9542,Smart Light,2020-08-21,63,Good,24.6,Occasionally,Zigbee,62,Low,HTTP,normal,
ID6991,Smart Camera,2022-10-11,65,Poor,23.1,Daily,Bluetooth,92,High,HTTP,compromised,Replay
ID5889,Smart Plug,2012-09-24,75,Poor,22.2,Weekly,WiFi,50,Low,CoAP,compromised,DDoS
ID3051,Smart Plug,2011-11-15,23,Poor,13.6,Weekly,WiFi,65,Low,MQTT,compromised,Jamming
ID2527,Smart Lock,2010-03-01,34,Poor,29.8,Occasionally,Zigbee,44,Low,MQTT,compromised,DDoS
ID9708,Smart Thermostat,2012-07-18,55,Poor,29.3,Weekly,WiFi,55,High,CoAP,compromised,DDoS
ID5364,Smart Camera,2018-11-05,75,Poor,18.1,Occasionally,WiFi,28,High,CoAP,compromised,Replay
ID8047,Smart Camera,2018-05-05,87,Excellent,12.2,Weekly,WiFi,29,High,HTTP,normal,
ID8495,Smart Camera,2012-09-27,63,Poor,21.4,Occasionally,WiFi,42,High,CoAP,compromised,Jamming
ID2993,Smart Plug,2012-12-01,38,Excellent,16.4,Daily,WiFi,53,Low,Zigbee,normal,
ID7438,Smart Camera,2013-11-05,62,Poor,14.3,Daily,Zigbee,30,High,MQTT,compromised,MITM
ID5326,Smart Thermostat,2022-06-24,149,Excellent,19.3,Daily,WiFi,25,High,Zigbee,normal,
ID6372,Smart Camera,2016-12-18,14,Poor,17.3,Occasionally,WiFi,2,High,MQTT,normal,
ID5765,Smart Lock,2024-05-10,76,Poor,15.0,Weekly,Zigbee,42,Low,HTTP,compromised,MITM
ID1311,Smart Lock,2012-10-28,26,Poor,27.0,Occasionally,Zigbee,19,Low,CoAP,compromised,Jamming
ID7425,Smart Plug,2015-12-25,83,Poor,15.1,Occasionally,WiFi,94,Low,Zigbee,compromised,Jamming
ID6938,Smart Plug,2024-07-28,38,Excellent,29.2,Daily,Zigbee,20,Low,MQTT,normal,
ID2327,Smart Camera,2011-09-23,79,Poor,30.2,Weekly,Bluetooth,4,High,Zigbee,normal,
ID2373,Smart Lock,2023-04-17,53,Poor,28.6,Weekly,Zigbee,65,Low,HTTP,compromised,Replay
ID5398,Smart Lock,2018-07-29,32,Poor,14.6,Weekly,Zigbee,55,Low,CoAP,compromised,DDoS
ID3523,Smart Light,2020-11-10,57,Poor,14.5,Daily,WiFi,83,Low,MQTT,compromised,DDoS
ID9648,Smart Thermostat,2010-08-01,191,Poor,17.4,Occasionally,Bluetooth,29,High,HTTP,compromised,DDoS
ID5186,Smart Camera,2013-02-08,50,Excellent,28.1,Daily,WiFi,1,High,CoAP,normal,
ID9633,Smart Thermostat,2013-01-31,95,Poor,14.8,Occasionally,WiFi,87,High,HTTP,compromised,MITM
ID6243,Smart Lock,2014-08-04,90,Poor,31.0,Weekly,Zigbee,7,Low,MQTT,compromised,Replay
ID7069,Smart Camera,2019-01-14,84,Excellent,23.6,Daily,Zigbee,83,High,CoAP,normal,
ID4587,Smart Plug,2012-07-16,30,Good,22.6,Daily,Bluetooth,19,Low,HTTP,normal,
ID7815,Smart Thermostat,2020-07-19,175,Poor,9.1,Occasionally,Zigbee,74,High,MQTT,compromised,Replay
ID5298,Smart Camera,2010-11-18,44,Poor,19.6,Weekly,Bluetooth,16,High,MQTT,compromised,Replay
ID3131,Smart Thermostat,2020-01-19,130,Poor,15.4,Daily,Zigbee,75,High,HTTP,compromised,Jamming
ID4689,Smart Thermostat,2021-11-17,141,Poor,5.6,Daily,Bluetooth,73,High,HTTP,compromised,Replay
ID5465,Smart Thermostat,2023-02-24,96,Good,8.8,Daily,WiFi,54,High,CoAP,normal,
ID9536,Smart Thermostat,2016-08-08,137,Excellent,29.4,Weekly,Zigbee,63,High,Zigbee,normal,
ID4615,Smart Camera,2013-02-07,25,Poor,26.2,Daily,Bluetooth,38,High,HTTP,compromised,Replay
ID4618,Smart Plug,2015-02-09,78,Poor,22.5,Daily,Bluetooth,83,Low,MQTT,compromised,MITM
ID6321,Smart Thermostat,2016-02-26,185,Poor,34.4,Daily,WiFi,63,High,CoAP,compromised,DDoS
ID2622,Smart Thermostat,2022-08-02,74,Excellent,27.4,Occasionally,WiFi,22,High,MQTT,normal,
ID9451,Smart Lock,2022-02-17,26,Excellent,20.9,Weekly,Zigbee,3,Low,MQTT,normal,
ID2134,Smart Thermostat,2014-12-06,115,Poor,22.5,Weekly,WiFi,17,High,HTTP,compromised,MITM
ID6103,Smart Thermostat,2015-04-07,185,Poor,15.5,Daily,WiFi,74,High,Zigbee,compromised,DDoS
ID1913,Smart Camera,2020-05-09,87,Good,22.2,Occasionally,Zigbee,33,High,Zigbee,normal,
ID3431,Smart Light,2024-05-09,62,Poor,17.9,Daily,Bluetooth,24,Low,CoAP,normal,
ID8047,Smart Thermostat,2021-09-20,120,Excellent,14.9,Occasionally,Zigbee,63,High,Zigbee,normal,
ID1435,Smart Camera,2010-06-17,21,Good,27.8,Occasionally,Zigbee,85,High,MQTT,normal,
ID7263,Smart Lock,2024-09-03,36,Excellent,23.3,Daily,Zigbee,95,Low,CoAP,normal,
ID7453,Smart Thermostat,2019-11-30,90,Poor,14.8,Occasionally,Zigbee,79,High,Zigbee,compromised,DDoS
ID5307,Smart Camera,2019-03-12,86,Good,28.5,Daily,Zigbee,35,High,HTTP,normal,
ID4858,Smart Camera,2016-01-01,25,Good,18.9,Occasionally,Bluetooth,25,High,MQTT,normal,
ID6872,Smart Plug,2015-10-14,46,Excellent,19.6,Occasionally,WiFi,22,Low,Zigbee,normal,
ID2656,Smart Light,2018-04-06,56,Poor,21.4,Occasionally,Zigbee,24,Low,MQTT,normal,
ID4970,Smart Light,2012-12-23,100,Poor,18.3,Occasionally,Zigbee,83,Low,Zigbee,compromised,Jamming
ID6077,Smart Light,2018-03-08,16,Poor,24.3,Weekly,Bluetooth,56,Low,Zigbee,compromised,Jamming
ID1617,Smart Plug,2014-07-02,61,Excellent,14.5,Daily,WiFi,97,Low,CoAP,normal,
ID6427,Smart Lock,2017-01-03,78,Poor,14.3,Occasionally,Zigbee,28,Low,Zigbee,compromised,Jamming
ID1483,Smart Lock,2017-02-17,29,Excellent,27.8,Weekly,Zigbee,30,Low,CoAP,normal,
ID7803,Smart Plug,2016-02-16,79,Poor,11.6,Occasionally,WiFi,70,Low,HTTP,compromised,Replay
ID2889,Smart Camera,2014-05-06,72,Good,24.5,Occasionally,Zigbee,68,High,CoAP,normal,
ID5505,Smart Plug,2014-10-10,96,Good,19.6,Occasionally,Bluetooth,20,Low,HTTP,normal,
ID7809,Smart Camera,2022-09-08,71,Poor,13.7,Occasionally,WiFi,40,High,MQTT,compromised,Jamming
ID4458,Smart Thermostat,2012-06-27,128,Poor,13.8,Daily,WiFi,38,High,MQTT,compromised,DDoS
ID1885,Smart Thermostat,2023-03-29,141,Poor,11.3,Occasionally,WiFi,22,High,MQTT,compromised,MITM
ID9343,Smart Plug,2021-12-18,70,Poor,20.6,Occasionally,Zigbee,67,Low,HTTP,compromised,MITM
ID2525,Smart Plug,2016-10-13,36,Good,10.0,Occasionally,Bluetooth,29,Low,Zigbee,normal,
ID3819,Smart Lock,2014-05-14,57,Good,28.6,Occasionally,Zigbee,5,Low,CoAP,normal,
ID4615,Smart Plug,2022-10-19,63,Poor,21.1,Weekly,WiFi,57,Low,Zigbee,compromised,Jamming
ID4404,Smart Light,2011-12-27,59,Good,10.9,Occasionally,WiFi,45,Low,HTTP,normal,
ID9416,Smart Lock,2012-09-23,77,Poor,25.2,Weekly,Zigbee,40,Low,MQTT,compromised,Replay
ID3710,Smart Plug,2021-08-26,26,Poor,17.8,Weekly,Bluetooth,44,Low,CoAP,compromised,Replay
ID2892,Smart Thermostat,2024-09-18,134,Poor,32.1,Occasionally,Bluetooth,89,High,Zigbee,compromised,DDoS
ID9539,Smart Lock,2023-10-21,78,Poor,22.5,Occasionally,Zigbee,14,Low,HTTP,compromised,Jamming
ID4307,Smart Camera,2011-11-20,25,Poor,13.3,Occasionally,WiFi,72,High,MQTT,compromised,Replay
ID2070,Smart Thermostat,2014-03-30,56,Poor,26.1,Weekly,Bluetooth,29,High,MQTT,compromised,DDoS
ID8783,Smart Lock,2018-08-18,24,Poor,34.7,Daily,Zigbee,14,Low,HTTP,compromised,DDoS
ID2917,Smart Camera,2018-09-25,100,Good,24.9,Weekly,WiFi,97,High,Zigbee,normal,
ID3977,Smart Thermostat,2011-09-11,108,Excellent,35.8,Daily,Zigbee,28,High,MQTT,normal,
ID3335,Smart Plug,2013-07-02,40,Poor,13.1,Daily,Zigbee,90,Low,HTTP,compromised,MITM
ID4152,Smart Plug,2018-10-01,67,Poor,14.8,Weekly,Bluetooth,63,Low,MQTT,compromised,Jamming
ID5442,Smart Lock,2023-01-22,97,Poor,15.0,Occasionally,Zigbee,15,Low,CoAP,compromised,DDoS
ID3521,Smart Lock,2012-02-02,71,Poor,28.8,Occasionally,Zigbee,34,Low,Zigbee,compromised,MITM
ID2996,Smart Light,2013-08-19,54,Excellent,20.1,Weekly,Bluetooth,10,Low,Zigbee,normal,
ID1862,Smart Light,2013-07-26,47,Poor,10.8,Occasionally,Bluetooth,51,Low,Zigbee,compromised,Replay
ID5673,Smart Plug,2013-04-09,66,Good,22.1,Occasionally,Bluetooth,71,Low,Zigbee,normal,
